Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Futures_Spot
GBP,1.02,-33653.09899575703,0.5384495839321124,0.0,0.0,0.0,0.0,0.0,0.0,1.3434189725930328,1.3375519011933752,1.3463525082928613,1.3346183654935466,JUN26,JUN26,1.340485436893204
GBP,1.07,-209951.8676514681,3.35922988242349,0.0,0.0,0.0,0.0,0.0,0.0,1.3434189725930328,1.3375519011933752,1.3463525082928613,1.3346183654935466,JUN26,JUN26,1.340485436893204
GBP,1.08,-119619.9349094536,1.9139189585512577,0.0,0.0,0.0,0.0,0.0,0.0,1.3434189725930328,1.3375519011933752,1.3463525082928613,1.3346183654935466,JUN26,JUN26,1.340485436893204
GBP,1.1,-449310.71140127943,7.188971382420471,0.0,0.0,0.0,0.0,0.0,0.0,1.3434189725930328,1.3375519011933752,1.3463525082928613,1.3346183654935466,JUN26,JUN26,1.340485436893204
GBP,1.11,-38141.240628673695,0.6102598500587791,0.0,0.0,0.0,0.0,0.0,0.0,1.3434189725930328,1.3375519011933752,1.3463525082928613,1.3346183654935466,JUN26,JUN26,1.340485436893204
GBP,1.12,-948299.1247286431,15.172785995658288,0.0,0.0,0.0,0.0,0.0,0.0,1.3434189725930328,1.3375519011933752,1.3463525082928613,1.3346183654935466,JUN26,JUN26,1.340485436893204
GBP,1.13,-2864488.5080213672,45.83181612834187,0.0,0.0,0.0,0.0,0.0,0.0,1.3434189725930328,1.3375519011933752,1.3463525082928613,1.3346183654935466,JUN26,JUN26,1.340485436893204
GBP,1.14,-1237031.9221352579,19.792510754164127,0.0,0.0,0.0,0.0,0.0,0.0,1.3434189725930328,1.3375519011933752,1.3463525082928613,1.3346183654935466,JUN26,JUN26,1.340485436893204
GBP,1.15,-2966642.344806934,47.46627751691094,0.0,0.0,0.0,0.0,0.0,0.0,1.3434189725930328,1.3375519011933752,1.3463525082928613,1.3346183654935466,JUN26,JUN26,1.340485436893204
GBP,1.16,-1548376.9091851087,24.77403054696174,0.0,0.0,0.0,0.0,0.0,0.0,1.3434189725930328,1.3375519011933752,1.3463525082928613,1.3346183654935466,JUN26,JUN26,1.340485436893204
