Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
EUR,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.157140459827446,1.1514595401725543,1.1599809196548916,1.1486190803451086,SEP26,AUG26,2026-08-14,2026-09-04,1.1543,1.1556606342006472,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,AUG26=1.1543;SEP26=1.1543;OCT26=1.1583;NOV26=1.1583;DEC26=1.15815;JAN27=1.1625;MAR27=1.1622;FEB27=1.16225;APR27=1.1661;JUN27=1.1659;MAY27=1.166;JUL27=1.1698;SEP27=1.0639;DEC27=1.1288;AUG27=1.2445;JUN28=1.1127;MAR28=1.1987,NONE,WEIGHTED_ATM,2026-08-21,5,37,0.0,NONE,1844,953,6,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-08-13
EUR,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.157140459827446,1.1514595401725543,1.1599809196548916,1.1486190803451086,SEP26,AUG26,2026-08-14,2026-09-04,1.1543,1.1556606342006472,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,AUG26=1.1543;SEP26=1.1543;OCT26=1.1583;NOV26=1.1583;DEC26=1.15815;JAN27=1.1625;MAR27=1.1622;FEB27=1.16225;APR27=1.1661;JUN27=1.1659;MAY27=1.166;JUL27=1.1698;SEP27=1.0639;DEC27=1.1288;AUG27=1.2445;JUN28=1.1127;MAR28=1.1987,NONE,WEIGHTED_ATM,2026-08-21,5,37,0.0,NONE,1844,953,6,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-08-13
EUR,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.157140459827446,1.1514595401725543,1.1599809196548916,1.1486190803451086,SEP26,AUG26,2026-08-14,2026-09-04,1.1543,1.1556606342006472,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,AUG26=1.1543;SEP26=1.1543;OCT26=1.1583;NOV26=1.1583;DEC26=1.15815;JAN27=1.1625;MAR27=1.1622;FEB27=1.16225;APR27=1.1661;JUN27=1.1659;MAY27=1.166;JUL27=1.1698;SEP27=1.0639;DEC27=1.1288;AUG27=1.2445;JUN28=1.1127;MAR28=1.1987,NONE,WEIGHTED_ATM,2026-08-21,5,37,0.0,NONE,1844,953,6,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-08-13
EUR,0.97,-228527.5529722269,16919167.94036578,0.0,0.0,0.0,0.0,0.0,0.0,1.157140459827446,1.1514595401725543,1.1599809196548916,1.1486190803451086,SEP26,AUG26,2026-08-14,2026-09-04,1.1543,1.1556606342006472,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,AUG26=1.1543;SEP26=1.1543;OCT26=1.1583;NOV26=1.1583;DEC26=1.15815;JAN27=1.1625;MAR27=1.1622;FEB27=1.16225;APR27=1.1661;JUN27=1.1659;MAY27=1.166;JUL27=1.1698;SEP27=1.0639;DEC27=1.1288;AUG27=1.2445;JUN28=1.1127;MAR28=1.1987,NONE,WEIGHTED_ATM,2026-08-21,5,37,0.0,NONE,1844,953,6,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-08-13
EUR,0.98,-938.3305765336819,69469.49251725353,0.0,0.0,0.0,0.0,0.0,0.0,1.157140459827446,1.1514595401725543,1.1599809196548916,1.1486190803451086,SEP26,AUG26,2026-08-14,2026-09-04,1.1543,1.1556606342006472,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,AUG26=1.1543;SEP26=1.1543;OCT26=1.1583;NOV26=1.1583;DEC26=1.15815;JAN27=1.1625;MAR27=1.1622;FEB27=1.16225;APR27=1.1661;JUN27=1.1659;MAY27=1.166;JUL27=1.1698;SEP27=1.0639;DEC27=1.1288;AUG27=1.2445;JUN28=1.1127;MAR28=1.1987,NONE,WEIGHTED_ATM,2026-08-21,5,37,0.0,NONE,1844,953,6,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-08-13
EUR,0.99,-71267.25846666054,5292460.706180866,0.0,0.0,0.0,0.0,0.0,0.0,1.157140459827446,1.1514595401725543,1.1599809196548916,1.1486190803451086,SEP26,AUG26,2026-08-14,2026-09-04,1.1543,1.1556606342006472,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,AUG26=1.1543;SEP26=1.1543;OCT26=1.1583;NOV26=1.1583;DEC26=1.15815;JAN27=1.1625;MAR27=1.1622;FEB27=1.16225;APR27=1.1661;JUN27=1.1659;MAY27=1.166;JUL27=1.1698;SEP27=1.0639;DEC27=1.1288;AUG27=1.2445;JUN28=1.1127;MAR28=1.1987,NONE,WEIGHTED_ATM,2026-08-21,5,37,0.0,NONE,1844,953,6,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-08-13
EUR,1.0,-90395.64362214202,6728500.578063476,0.0,0.0,0.0,0.0,0.0,0.0,1.157140459827446,1.1514595401725543,1.1599809196548916,1.1486190803451086,SEP26,AUG26,2026-08-14,2026-09-04,1.1543,1.1556606342006472,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,AUG26=1.1543;SEP26=1.1543;OCT26=1.1583;NOV26=1.1583;DEC26=1.15815;JAN27=1.1625;MAR27=1.1622;FEB27=1.16225;APR27=1.1661;JUN27=1.1659;MAY27=1.166;JUL27=1.1698;SEP27=1.0639;DEC27=1.1288;AUG27=1.2445;JUN28=1.1127;MAR28=1.1987,NONE,WEIGHTED_ATM,2026-08-21,5,37,0.0,NONE,1844,953,6,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-08-13
EUR,1.01,-5717958.852070182,438070964.82199097,0.0,0.0,0.0,0.0,0.0,0.0,1.157140459827446,1.1514595401725543,1.1599809196548916,1.1486190803451086,SEP26,AUG26,2026-08-14,2026-09-04,1.1543,1.1556606342006472,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,AUG26=1.1543;SEP26=1.1543;OCT26=1.1583;NOV26=1.1583;DEC26=1.15815;JAN27=1.1625;MAR27=1.1622;FEB27=1.16225;APR27=1.1661;JUN27=1.1659;MAY27=1.166;JUL27=1.1698;SEP27=1.0639;DEC27=1.1288;AUG27=1.2445;JUN28=1.1127;MAR28=1.1987,NONE,WEIGHTED_ATM,2026-08-21,5,37,0.0,NONE,1844,953,6,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-08-13
EUR,1.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.157140459827446,1.1514595401725543,1.1599809196548916,1.1486190803451086,SEP26,AUG26,2026-08-14,2026-09-04,1.1543,1.1556606342006472,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,AUG26=1.1543;SEP26=1.1543;OCT26=1.1583;NOV26=1.1583;DEC26=1.15815;JAN27=1.1625;MAR27=1.1622;FEB27=1.16225;APR27=1.1661;JUN27=1.1659;MAY27=1.166;JUL27=1.1698;SEP27=1.0639;DEC27=1.1288;AUG27=1.2445;JUN28=1.1127;MAR28=1.1987,NONE,WEIGHTED_ATM,2026-08-21,5,37,0.0,NONE,1844,953,6,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-08-13
EUR,1.02,-206941.9474665822,15855817.724182386,0.0,0.0,0.0,0.0,0.0,0.0,1.157140459827446,1.1514595401725543,1.1599809196548916,1.1486190803451086,SEP26,AUG26,2026-08-14,2026-09-04,1.1543,1.1556606342006472,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,AUG26=1.1543;SEP26=1.1543;OCT26=1.1583;NOV26=1.1583;DEC26=1.15815;JAN27=1.1625;MAR27=1.1622;FEB27=1.16225;APR27=1.1661;JUN27=1.1659;MAY27=1.166;JUL27=1.1698;SEP27=1.0639;DEC27=1.1288;AUG27=1.2445;JUN28=1.1127;MAR28=1.1987,NONE,WEIGHTED_ATM,2026-08-21,5,37,0.0,NONE,1844,953,6,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-08-13
