Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Futures_Spot
USDCAD,1.2195121951219512,-4575382.159147676,45.75382159147676,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.2345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.25,-462151989.38660836,4621.519893866083,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.2578616352201257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.2658227848101264,-37116253.45410505,371.1625345410505,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.2738853503184713,-2799866.87462037,27.9986687462037,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.282051282051282,-9025722.418404633,90.25722418404634,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.2903225806451613,-28858535.81706921,288.5853581706921,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.2987012987012987,-25235107.10361157,252.3510710361157,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3071895424836601,-36385373.12533353,363.85373125333535,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3157894736842106,-1329896306.7996705,13298.963067996705,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3245033112582782,-48722843.03913947,495.8113985952466,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3333333333333333,-162605350.65918252,2044.1814106449879,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.342281879194631,-359776651.5583803,3597.766515583803,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3440860215053763,1152581.091045206,11.525810910452059,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3477088948787062,1301981.8213084806,13.019818213084806,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.349527665317139,2083651.6134588225,20.836516134588226,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3513513513513513,-797240533.1712832,10441.841988577917,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3550135501355014,-7672262.455987553,76.72262455987553,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3605442176870748,-5403164152.00699,65596.49342623724,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.364256480218281,-15998739.148347145,159.98739148347144,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.366120218579235,5914969.888135116,59.149698881351156,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3679890560875514,-2745788.2959098006,27.457882959098008,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.36986301369863,2210136122.6855073,35479.47830271902,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3717421124828533,-54788399.3960685,547.883993960685,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3736263736263736,30881049.225790277,788.5921387939213,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.375515818431912,-27083337.917856816,1643.2580551988406,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3774104683195594,-312762013.6726185,3418.545317915458,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3793103448275863,1140226399.2176936,28190.585506475716,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3812154696132597,-499222353.6942658,4992.223536942657,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3831258644536653,-998757247.026655,10453.148332410472,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3850415512465375,-668478216.7996322,21085.30145273866,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3869625520110958,204578014.995618,59909.549006718706,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3888888888888888,999140001.9239014,23882.344189107767,0.0,0.0,0.001157778490256849,2.0,301.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3908205841446455,2080468626.0359962,21741.77889551956,0.0009661572936774818,59.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.392757660167131,962433022.1200883,9624.330221200884,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.394700139470014,1155916753.9629781,11559.167539629783,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3966480446927374,1038971144.5689489,10389.711445689489,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.3986013986013988,2378182030.1568723,25433.35410302387,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.400560224089636,430137580.6460596,4301.375806460595,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.402524544179523,163484463.85412684,1634.8446385412683,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.404494382022472,89760137.78273338,897.6013778273339,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
USDCAD,1.4064697609001406,2858451.303439868,28.584513034398682,0.0,0.0,0.0,0.0,0.0,0.0,1.3921509477621026,1.386518381672178,1.3949672308070649,1.3837020986272157,DEC26,JUN26,1.3893346647171403
