Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
BTC,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,47500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,48500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,51000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,51500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,52000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,53000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,53500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,54000.0,-2484.287054281551,4.2638059344689055e-05,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,55000.0,-45999.987792931955,0.00078766589874351,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,55500.0,-3197.2467771960523,5.5230384714260284e-05,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
BTC,56000.0,-2189.54088766484,3.782291264967215e-05,0.0,0.0,0.0,0.0,0.0,0.0,77776.84549123848,74393.15450876152,79468.69098247695,72701.30901752305,SEP26,SEP26,2026-09-25,2026-09-25,76085.0,72512.63654558842,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,SEP26,OCT26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY,OCT26=76500;DEC26=77150;SEP26=76085;NOV26=76747.5;MAR27=55655;JAN27=103845,MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-25,6,136,0.0,NONE,257,257,0,0,0,NONE,NONE,OK,NONE,NONE,2026-09-16
