Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Futures_Spot,Gamma_Flip
NAS,10000.0,-0.0004984014778729786,2.492007389364893e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,10500.0,-0.0005530846584479155,2.7654232922395774e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,11000.0,-0.0007238023843495387,3.619011921747693e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,11500.0,-0.003143586051737832,0.0001571793025868916,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,12000.0,-0.0014983980914396564,7.491990457198282e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,12500.0,-0.0013594070958839874,6.797035479419937e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,13000.0,-0.004167209822503613,0.00020836049112518063,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,13500.0,-0.007870553152764255,0.0003935276576382128,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,14000.0,-0.0036452630390138106,0.00018226315195069053,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,14250.0,-2.495241819341995e-05,1.2476209096709975e-06,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,14500.0,-0.002846574955308961,0.00014232874776544803,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,14750.0,-1.0458668790858653e-06,5.229334395429326e-08,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,15000.0,-0.01186184903499113,0.0005930924517495565,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,15250.0,-3.041640305564275e-05,1.5208201527821375e-06,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,15500.0,-0.004038936366080393,0.00020194681830401967,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,15750.0,-0.00036683594407631645,1.8341797203815822e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,16000.0,-0.02255084299386481,0.0011275421496932405,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,16250.0,-0.00013982110211384363,6.991055105692182e-06,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,16500.0,-0.01855709583885822,0.0009278547919429112,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,16750.0,-0.0011850513773090572,5.925256886545286e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,17000.0,-0.01571718162847713,0.0007858590814238565,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,17250.0,-0.0005233491475895729,2.6167457379478647e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,17500.0,-0.025495209005446055,0.001274760450272303,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,17750.0,-0.003708347675792798,0.00018541738378963988,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,18000.0,-0.04178995946153195,0.0020894979730765977,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,18250.0,-0.002159940976051633,0.00010799704880258166,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,18500.0,-0.014278217542690992,0.0007139108771345496,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,18750.0,-0.009337566257180624,0.0004668783128590312,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,19000.0,-0.07996232484760918,0.003998116242380459,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,19250.0,-0.0025070695926594886,0.00012535347963297443,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,19500.0,-0.02024474375133173,0.0010122371875665864,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,19750.0,-0.003764123388724363,0.00018820616943621816,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,20000.0,-0.0912700972106577,0.004563504860532885,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,20250.0,-0.005758687958122582,0.0002879343979061291,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,20500.0,-0.039792137366521256,0.001989606868326063,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,20750.0,-0.006754339350323859,0.000337716967516193,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,21000.0,-0.18634276551178075,0.009317138275589037,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,21250.0,-0.0029248546249382463,0.0001462427312469123,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,21500.0,-0.2471417865230389,0.012357089326151944,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,21750.0,-0.0067082054684250506,0.00033541027342125256,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,22000.0,-0.3481988447199394,0.017409942235996973,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,22250.0,-0.02843785743361052,0.001421892871680526,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,22500.0,-0.20862443611726153,0.010431221805863077,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,22750.0,-0.01875941482135041,0.0009379707410675205,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,23000.0,-0.3275145701097031,0.016375728505485153,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,23250.0,-0.05403918487032048,0.002701959243516024,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,23500.0,-0.12863963461869451,0.006437504501788073,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,23600.0,-0.0003006265110705103,1.5031325553525516e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,23700.0,-0.0014746637067509561,7.37331853375478e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,23750.0,-0.006408724109914642,0.0003204362054957321,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,23800.0,-0.0005531867775900048,2.765933887950024e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,23900.0,-0.0012505390960960918,6.252695480480459e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,24000.0,-0.7314864158492768,0.03657432079246383,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,24100.0,-0.0006262791351208395,3.1313956756041976e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,24200.0,-0.0014450829119187743,7.225414559593871e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,24250.0,-0.012362421485350151,0.0006181210742675075,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,24300.0,-0.0034431026226084405,0.000172155131130422,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,24400.0,-0.00028865756958733845,1.4432878479366923e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,24500.0,-0.2309406900365626,0.012858186966473844,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,24600.0,-0.00029111367177599395,1.711526984939352e-05,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,24700.0,-0.002358224251489478,0.00011791121257447391,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,24750.0,-0.0698094792416027,0.0034904739620801356,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,24800.0,-0.010016441422498568,0.0005008220711249284,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,24900.0,-0.004443411801962963,0.00022217059009814813,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,25000.0,-0.3657949609113346,0.01935269094227168,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
NAS,25100.0,-0.01405098111343172,0.000702549055671586,0.0,0.0,0.0,0.0,0.0,0.0,30825.59624882883,30615.40375117117,30930.692497657663,30510.307502342337,JUN26,JUN26,30720.5,30490.04144763997
