Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
XAU,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.236213230247,4463.963786769752,4683.372426460495,4390.827573539504,DEC26,AUG26,2026-08-21,2026-11-23,4537.099999999999,4159.38673641967,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;DEC28=SERIES_FORWARD_CLUSTER;JAN28=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER,AUG26=4537.1;OCT26=4536.7;SEP26=4537;DEC26=4570.5;NOV26=4570.3;OCT27=5015.5;JAN27=4605.7;JUN27=4670.8;FEB27=4606.1;MAR27=4638.9;APR27=4636.9;MAY27=4669.85;DEC27=4789.3;JUL27=5006.9;AUG27=4945.9;SEP27=5388.1;DEC28=5313.8;JAN28=5597.8;FEB28=3770.8,JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,73,0.0,NONE,6003,5736,0,0,267,NONE,NONE,OK,NONE,NONE,2026-08-20
XAU,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.236213230247,4463.963786769752,4683.372426460495,4390.827573539504,DEC26,AUG26,2026-08-21,2026-11-23,4537.099999999999,4159.38673641967,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;DEC28=SERIES_FORWARD_CLUSTER;JAN28=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER,AUG26=4537.1;OCT26=4536.7;SEP26=4537;DEC26=4570.5;NOV26=4570.3;OCT27=5015.5;JAN27=4605.7;JUN27=4670.8;FEB27=4606.1;MAR27=4638.9;APR27=4636.9;MAY27=4669.85;DEC27=4789.3;JUL27=5006.9;AUG27=4945.9;SEP27=5388.1;DEC28=5313.8;JAN28=5597.8;FEB28=3770.8,JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,73,0.0,NONE,6003,5736,0,0,267,NONE,NONE,OK,NONE,NONE,2026-08-20
XAU,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.236213230247,4463.963786769752,4683.372426460495,4390.827573539504,DEC26,AUG26,2026-08-21,2026-11-23,4537.099999999999,4159.38673641967,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;DEC28=SERIES_FORWARD_CLUSTER;JAN28=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER,AUG26=4537.1;OCT26=4536.7;SEP26=4537;DEC26=4570.5;NOV26=4570.3;OCT27=5015.5;JAN27=4605.7;JUN27=4670.8;FEB27=4606.1;MAR27=4638.9;APR27=4636.9;MAY27=4669.85;DEC27=4789.3;JUL27=5006.9;AUG27=4945.9;SEP27=5388.1;DEC28=5313.8;JAN28=5597.8;FEB28=3770.8,JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,73,0.0,NONE,6003,5736,0,0,267,NONE,NONE,OK,NONE,NONE,2026-08-20
XAU,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.236213230247,4463.963786769752,4683.372426460495,4390.827573539504,DEC26,AUG26,2026-08-21,2026-11-23,4537.099999999999,4159.38673641967,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;DEC28=SERIES_FORWARD_CLUSTER;JAN28=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER,AUG26=4537.1;OCT26=4536.7;SEP26=4537;DEC26=4570.5;NOV26=4570.3;OCT27=5015.5;JAN27=4605.7;JUN27=4670.8;FEB27=4606.1;MAR27=4638.9;APR27=4636.9;MAY27=4669.85;DEC27=4789.3;JUL27=5006.9;AUG27=4945.9;SEP27=5388.1;DEC28=5313.8;JAN28=5597.8;FEB28=3770.8,JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,73,0.0,NONE,6003,5736,0,0,267,NONE,NONE,OK,NONE,NONE,2026-08-20
XAU,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.236213230247,4463.963786769752,4683.372426460495,4390.827573539504,DEC26,AUG26,2026-08-21,2026-11-23,4537.099999999999,4159.38673641967,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;DEC28=SERIES_FORWARD_CLUSTER;JAN28=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER,AUG26=4537.1;OCT26=4536.7;SEP26=4537;DEC26=4570.5;NOV26=4570.3;OCT27=5015.5;JAN27=4605.7;JUN27=4670.8;FEB27=4606.1;MAR27=4638.9;APR27=4636.9;MAY27=4669.85;DEC27=4789.3;JUL27=5006.9;AUG27=4945.9;SEP27=5388.1;DEC28=5313.8;JAN28=5597.8;FEB28=3770.8,JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,73,0.0,NONE,6003,5736,0,0,267,NONE,NONE,OK,NONE,NONE,2026-08-20
XAU,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.236213230247,4463.963786769752,4683.372426460495,4390.827573539504,DEC26,AUG26,2026-08-21,2026-11-23,4537.099999999999,4159.38673641967,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;DEC28=SERIES_FORWARD_CLUSTER;JAN28=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER,AUG26=4537.1;OCT26=4536.7;SEP26=4537;DEC26=4570.5;NOV26=4570.3;OCT27=5015.5;JAN27=4605.7;JUN27=4670.8;FEB27=4606.1;MAR27=4638.9;APR27=4636.9;MAY27=4669.85;DEC27=4789.3;JUL27=5006.9;AUG27=4945.9;SEP27=5388.1;DEC28=5313.8;JAN28=5597.8;FEB28=3770.8,JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,73,0.0,NONE,6003,5736,0,0,267,NONE,NONE,OK,NONE,NONE,2026-08-20
XAU,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.236213230247,4463.963786769752,4683.372426460495,4390.827573539504,DEC26,AUG26,2026-08-21,2026-11-23,4537.099999999999,4159.38673641967,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;DEC28=SERIES_FORWARD_CLUSTER;JAN28=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER,AUG26=4537.1;OCT26=4536.7;SEP26=4537;DEC26=4570.5;NOV26=4570.3;OCT27=5015.5;JAN27=4605.7;JUN27=4670.8;FEB27=4606.1;MAR27=4638.9;APR27=4636.9;MAY27=4669.85;DEC27=4789.3;JUL27=5006.9;AUG27=4945.9;SEP27=5388.1;DEC28=5313.8;JAN28=5597.8;FEB28=3770.8,JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,73,0.0,NONE,6003,5736,0,0,267,NONE,NONE,OK,NONE,NONE,2026-08-20
XAU,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.236213230247,4463.963786769752,4683.372426460495,4390.827573539504,DEC26,AUG26,2026-08-21,2026-11-23,4537.099999999999,4159.38673641967,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;DEC28=SERIES_FORWARD_CLUSTER;JAN28=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER,AUG26=4537.1;OCT26=4536.7;SEP26=4537;DEC26=4570.5;NOV26=4570.3;OCT27=5015.5;JAN27=4605.7;JUN27=4670.8;FEB27=4606.1;MAR27=4638.9;APR27=4636.9;MAY27=4669.85;DEC27=4789.3;JUL27=5006.9;AUG27=4945.9;SEP27=5388.1;DEC28=5313.8;JAN28=5597.8;FEB28=3770.8,JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,73,0.0,NONE,6003,5736,0,0,267,NONE,NONE,OK,NONE,NONE,2026-08-20
XAU,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.236213230247,4463.963786769752,4683.372426460495,4390.827573539504,DEC26,AUG26,2026-08-21,2026-11-23,4537.099999999999,4159.38673641967,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;DEC28=SERIES_FORWARD_CLUSTER;JAN28=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER,AUG26=4537.1;OCT26=4536.7;SEP26=4537;DEC26=4570.5;NOV26=4570.3;OCT27=5015.5;JAN27=4605.7;JUN27=4670.8;FEB27=4606.1;MAR27=4638.9;APR27=4636.9;MAY27=4669.85;DEC27=4789.3;JUL27=5006.9;AUG27=4945.9;SEP27=5388.1;DEC28=5313.8;JAN28=5597.8;FEB28=3770.8,JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,73,0.0,NONE,6003,5736,0,0,267,NONE,NONE,OK,NONE,NONE,2026-08-20
XAU,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.236213230247,4463.963786769752,4683.372426460495,4390.827573539504,DEC26,AUG26,2026-08-21,2026-11-23,4537.099999999999,4159.38673641967,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;DEC28=SERIES_FORWARD_CLUSTER;JAN28=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER,AUG26=4537.1;OCT26=4536.7;SEP26=4537;DEC26=4570.5;NOV26=4570.3;OCT27=5015.5;JAN27=4605.7;JUN27=4670.8;FEB27=4606.1;MAR27=4638.9;APR27=4636.9;MAY27=4669.85;DEC27=4789.3;JUL27=5006.9;AUG27=4945.9;SEP27=5388.1;DEC28=5313.8;JAN28=5597.8;FEB28=3770.8,JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,73,0.0,NONE,6003,5736,0,0,267,NONE,NONE,OK,NONE,NONE,2026-08-20
