Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Futures_Spot,Gamma_Flip
EUR,0.1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,0.91,-20253.593894040518,0.16202875115232415,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,0.93,-305634.87569540227,2.445079005563218,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,0.95,-4252873.128517728,34.022985028141825,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,0.97,-98416474.40101,787.3317952080802,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,0.98,-351771.5659418022,2.8141725275344176,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,0.99,-36029124.89608655,288.2329991686924,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.0,-57053399.05419949,456.42719243359585,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.01,-2066150159.8035295,16529.201278428234,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.015,-110343.9880955877,0.8827519047647016,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.02,-99269745.57782401,801.340360635304,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.025,-3817886.5554666044,30.543092443732835,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.03,-3411280606.8745975,27290.24485499678,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.035,-4182631.390072834,33.461051120582674,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.04,-536615075.3522663,4292.920602818131,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.045,-21105633.882848646,168.8450710627892,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.05,-396301577.0214373,3225.407426223306,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.055,-53573820.32492255,439.42016176587856,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.06,-718411704.4858605,5766.859451467751,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.065,-31352440.272476126,250.81952217980898,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.07,-2002694190.0075684,16021.553520060546,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.075,-66840930.161370575,588.8577235177173,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.08,-1439409354.7640693,11572.20021080575,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.085,-14098148.808241582,112.78519046593264,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.09,-3893417580.2353845,31195.66889720369,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.095,-263150087.98021173,2139.456963890318,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1,-1198230836.8067749,9765.909421706823,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.105,-9679674732.040316,77437.39785632252,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.11,-8188583987.961209,65508.671903689676,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.115,-15975490718.704441,127803.92574963553,0.0,0.0,0.0004,1.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.12,17092048877.916662,137442.44533647576,0.0007,50.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1225,325551337.67157567,2604.410701372605,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.125,5178001611.557679,41563.96385358715,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1275,1068877268.4180533,8551.018147344426,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.13,7217176765.890016,60588.047605971566,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1325,701469437.4694917,5611.755499755934,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.135,10672383939.610962,99286.98204881544,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1375,3188999562.651285,25511.99650121028,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.14,4513872753.40898,41872.244798367865,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1425,160327093.90448415,1282.616751235873,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.145,7154478600.957116,57269.444774312164,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1475,3095607531.849967,24764.860254799736,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.15,2321765689.5643597,18664.97185022068,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1525,1494458214.8093,11955.6657184744,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.155,1606879764.1097775,12855.03811287822,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1575,1046020070.1039484,8368.160560831588,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.16,13168346316.36575,105346.770530926,0.0,0.0,0.0,0.0,0.0,10478.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1625,125136476.66540802,1001.0918133232641,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.165,1575392165.864832,12603.137326918657,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1675,1285323408.1549563,10282.587265239652,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.17,3053958498.3917384,24431.667987133904,0.0,0.0,0.0,0.0,4394.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1725,121695727.46611752,973.5658197289401,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.175,6206757734.944122,49654.06187955298,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1775,3422450.559979929,27.379604479839436,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.18,14648129363.159302,117185.0349052744,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.1825,49245176.82395675,393.96141459165403,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
EUR,1.185,1366025538.8651888,10928.204310921512,0.0,0.0,0.0,0.0,0.0,0.0,1.1174392176510488,1.1162339530806586,1.118041849936244,1.1156313207954636,JUL26,JUL26,1.1168365853658537,1.0849439844914135
