Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
BTC,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64788.91174648162,62166.08825351838,66100.32349296325,60854.67650703675,AUG26,AUG26,2026-08-28,2026-08-28,63477.5,65286.740168125536,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,AUG26=63477.5;OCT26=55372.5;SEP26=63827.5;MAR27=87985,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,10,76,0.0,NONE,203,203,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-13
BTC,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64788.91174648162,62166.08825351838,66100.32349296325,60854.67650703675,AUG26,AUG26,2026-08-28,2026-08-28,63477.5,65286.740168125536,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,AUG26=63477.5;OCT26=55372.5;SEP26=63827.5;MAR27=87985,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,10,76,0.0,NONE,203,203,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-13
BTC,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64788.91174648162,62166.08825351838,66100.32349296325,60854.67650703675,AUG26,AUG26,2026-08-28,2026-08-28,63477.5,65286.740168125536,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,AUG26=63477.5;OCT26=55372.5;SEP26=63827.5;MAR27=87985,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,10,76,0.0,NONE,203,203,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-13
BTC,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64788.91174648162,62166.08825351838,66100.32349296325,60854.67650703675,AUG26,AUG26,2026-08-28,2026-08-28,63477.5,65286.740168125536,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,AUG26=63477.5;OCT26=55372.5;SEP26=63827.5;MAR27=87985,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,10,76,0.0,NONE,203,203,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-13
BTC,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64788.91174648162,62166.08825351838,66100.32349296325,60854.67650703675,AUG26,AUG26,2026-08-28,2026-08-28,63477.5,65286.740168125536,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,AUG26=63477.5;OCT26=55372.5;SEP26=63827.5;MAR27=87985,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,10,76,0.0,NONE,203,203,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-13
BTC,37500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64788.91174648162,62166.08825351838,66100.32349296325,60854.67650703675,AUG26,AUG26,2026-08-28,2026-08-28,63477.5,65286.740168125536,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,AUG26=63477.5;OCT26=55372.5;SEP26=63827.5;MAR27=87985,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,10,76,0.0,NONE,203,203,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-13
BTC,40000.0,-35485.54680953794,0.0011573460618414372,0.0,0.0,0.0,0.0,0.0,0.0,64788.91174648162,62166.08825351838,66100.32349296325,60854.67650703675,AUG26,AUG26,2026-08-28,2026-08-28,63477.5,65286.740168125536,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,AUG26=63477.5;OCT26=55372.5;SEP26=63827.5;MAR27=87985,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,10,76,0.0,NONE,203,203,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-13
BTC,42500.0,-25714.57405054992,0.0008386699286069557,0.0,0.0,0.0,0.0,0.0,0.0,64788.91174648162,62166.08825351838,66100.32349296325,60854.67650703675,AUG26,AUG26,2026-08-28,2026-08-28,63477.5,65286.740168125536,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,AUG26=63477.5;OCT26=55372.5;SEP26=63827.5;MAR27=87985,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,10,76,0.0,NONE,203,203,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-13
BTC,45000.0,-108561.01034056538,0.002834461942585197,0.0,0.0,0.0,0.0,0.0,0.0,64788.91174648162,62166.08825351838,66100.32349296325,60854.67650703675,AUG26,AUG26,2026-08-28,2026-08-28,63477.5,65286.740168125536,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,AUG26=63477.5;OCT26=55372.5;SEP26=63827.5;MAR27=87985,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,10,76,0.0,NONE,203,203,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-13
BTC,47500.0,-52420.78928885033,0.0012867313645297078,0.0,0.0,0.0,0.0,0.0,0.0,64788.91174648162,62166.08825351838,66100.32349296325,60854.67650703675,AUG26,AUG26,2026-08-28,2026-08-28,63477.5,65286.740168125536,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,AUG26=63477.5;OCT26=55372.5;SEP26=63827.5;MAR27=87985,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,10,76,0.0,NONE,203,203,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-13
BTC,48500.0,-24565.6878170342,0.0006091218737197877,0.0,0.0,0.0,0.0,0.0,0.0,64788.91174648162,62166.08825351838,66100.32349296325,60854.67650703675,AUG26,AUG26,2026-08-28,2026-08-28,63477.5,65286.740168125536,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,AUG26=63477.5;OCT26=55372.5;SEP26=63827.5;MAR27=87985,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,10,76,0.0,NONE,203,203,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-13
