Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
GBP,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3682770969109024,1.3604229030890975,1.3722041938218046,1.3564958061781953,SEP26,AUG26,2026-08-26,2026-09-04,1.36435,1.3516040979571218,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;APR27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER,SEP26=1.3646;AUG26=1.36435;OCT26=1.3645;NOV26=1.3644;DEC26=1.3645;JAN27=1.3641;MAR27=1.3639;FEB27=1.3638;JUN27=1.36375;MAY27=1.3627;SEP27=1.363;JUL27=1.363;APR27=1.3585;DEC27=1.133;AUG27=1.3371,NONE,WEIGHTED_ATM,2026-09-02,5,5,0.0,NONE,1339,686,0,0,55,NONE,MGM;SBP;TGB;WGB,OK,NONE,NONE,2026-08-25
GBP,1.07,-1889.377754655125,101567.26055767924,0.0,0.0,0.0,0.0,0.0,0.0,1.3682770969109024,1.3604229030890975,1.3722041938218046,1.3564958061781953,SEP26,AUG26,2026-08-26,2026-09-04,1.36435,1.3516040979571218,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;APR27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER,SEP26=1.3646;AUG26=1.36435;OCT26=1.3645;NOV26=1.3644;DEC26=1.3645;JAN27=1.3641;MAR27=1.3639;FEB27=1.3638;JUN27=1.36375;MAY27=1.3627;SEP27=1.363;JUL27=1.363;APR27=1.3585;DEC27=1.133;AUG27=1.3371,NONE,WEIGHTED_ATM,2026-09-02,5,5,0.0,NONE,1339,686,0,0,55,NONE,MGM;SBP;TGB;WGB,OK,NONE,NONE,2026-08-25
GBP,1.08,-503.5022949502566,27066.76769989643,0.0,0.0,0.0,0.0,0.0,0.0,1.3682770969109024,1.3604229030890975,1.3722041938218046,1.3564958061781953,SEP26,AUG26,2026-08-26,2026-09-04,1.36435,1.3516040979571218,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;APR27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER,SEP26=1.3646;AUG26=1.36435;OCT26=1.3645;NOV26=1.3644;DEC26=1.3645;JAN27=1.3641;MAR27=1.3639;FEB27=1.3638;JUN27=1.36375;MAY27=1.3627;SEP27=1.363;JUL27=1.363;APR27=1.3585;DEC27=1.133;AUG27=1.3371,NONE,WEIGHTED_ATM,2026-09-02,5,5,0.0,NONE,1339,686,0,0,55,NONE,MGM;SBP;TGB;WGB,OK,NONE,NONE,2026-08-25
GBP,1.1,-5479.5626171838585,294890.10313310707,0.0,0.0,0.0,0.0,0.0,0.0,1.3682770969109024,1.3604229030890975,1.3722041938218046,1.3564958061781953,SEP26,AUG26,2026-08-26,2026-09-04,1.36435,1.3516040979571218,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;APR27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER,SEP26=1.3646;AUG26=1.36435;OCT26=1.3645;NOV26=1.3644;DEC26=1.3645;JAN27=1.3641;MAR27=1.3639;FEB27=1.3638;JUN27=1.36375;MAY27=1.3627;SEP27=1.363;JUL27=1.363;APR27=1.3585;DEC27=1.133;AUG27=1.3371,NONE,WEIGHTED_ATM,2026-09-02,5,5,0.0,NONE,1339,686,0,0,55,NONE,MGM;SBP;TGB;WGB,OK,NONE,NONE,2026-08-25
GBP,1.11,-104.97521763481537,5638.18995731905,0.0,0.0,0.0,0.0,0.0,0.0,1.3682770969109024,1.3604229030890975,1.3722041938218046,1.3564958061781953,SEP26,AUG26,2026-08-26,2026-09-04,1.36435,1.3516040979571218,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;APR27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER,SEP26=1.3646;AUG26=1.36435;OCT26=1.3645;NOV26=1.3644;DEC26=1.3645;JAN27=1.3641;MAR27=1.3639;FEB27=1.3638;JUN27=1.36375;MAY27=1.3627;SEP27=1.363;JUL27=1.363;APR27=1.3585;DEC27=1.133;AUG27=1.3371,NONE,WEIGHTED_ATM,2026-09-02,5,5,0.0,NONE,1339,686,0,0,55,NONE,MGM;SBP;TGB;WGB,OK,NONE,NONE,2026-08-25
GBP,1.12,-5667.584931641775,305061.4168839713,0.0,0.0,0.0,0.0,0.0,0.0,1.3682770969109024,1.3604229030890975,1.3722041938218046,1.3564958061781953,SEP26,AUG26,2026-08-26,2026-09-04,1.36435,1.3516040979571218,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;APR27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER,SEP26=1.3646;AUG26=1.36435;OCT26=1.3645;NOV26=1.3644;DEC26=1.3645;JAN27=1.3641;MAR27=1.3639;FEB27=1.3638;JUN27=1.36375;MAY27=1.3627;SEP27=1.363;JUL27=1.363;APR27=1.3585;DEC27=1.133;AUG27=1.3371,NONE,WEIGHTED_ATM,2026-09-02,5,5,0.0,NONE,1339,686,0,0,55,NONE,MGM;SBP;TGB;WGB,OK,NONE,NONE,2026-08-25
GBP,1.13,-1414725.0588004016,110182664.55166607,0.0,0.0,0.0,0.0,0.0,0.0,1.3682770969109024,1.3604229030890975,1.3722041938218046,1.3564958061781953,SEP26,AUG26,2026-08-26,2026-09-04,1.36435,1.3516040979571218,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;APR27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER,SEP26=1.3646;AUG26=1.36435;OCT26=1.3645;NOV26=1.3644;DEC26=1.3645;JAN27=1.3641;MAR27=1.3639;FEB27=1.3638;JUN27=1.36375;MAY27=1.3627;SEP27=1.363;JUL27=1.363;APR27=1.3585;DEC27=1.133;AUG27=1.3371,NONE,WEIGHTED_ATM,2026-09-02,5,5,0.0,NONE,1339,686,0,0,55,NONE,MGM;SBP;TGB;WGB,OK,NONE,NONE,2026-08-25
GBP,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3682770969109024,1.3604229030890975,1.3722041938218046,1.3564958061781953,SEP26,AUG26,2026-08-26,2026-09-04,1.36435,1.3516040979571218,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;APR27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER,SEP26=1.3646;AUG26=1.36435;OCT26=1.3645;NOV26=1.3644;DEC26=1.3645;JAN27=1.3641;MAR27=1.3639;FEB27=1.3638;JUN27=1.36375;MAY27=1.3627;SEP27=1.363;JUL27=1.363;APR27=1.3585;DEC27=1.133;AUG27=1.3371,NONE,WEIGHTED_ATM,2026-09-02,5,5,0.0,NONE,1339,686,0,0,55,NONE,MGM;SBP;TGB;WGB,OK,NONE,NONE,2026-08-25
GBP,1.15,-15334.95113872172,824216.7489669617,0.0,0.0,0.0,0.0,0.0,0.0,1.3682770969109024,1.3604229030890975,1.3722041938218046,1.3564958061781953,SEP26,AUG26,2026-08-26,2026-09-04,1.36435,1.3516040979571218,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;APR27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER,SEP26=1.3646;AUG26=1.36435;OCT26=1.3645;NOV26=1.3644;DEC26=1.3645;JAN27=1.3641;MAR27=1.3639;FEB27=1.3638;JUN27=1.36375;MAY27=1.3627;SEP27=1.363;JUL27=1.363;APR27=1.3585;DEC27=1.133;AUG27=1.3371,NONE,WEIGHTED_ATM,2026-09-02,5,5,0.0,NONE,1339,686,0,0,55,NONE,MGM;SBP;TGB;WGB,OK,NONE,NONE,2026-08-25
GBP,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3682770969109024,1.3604229030890975,1.3722041938218046,1.3564958061781953,SEP26,AUG26,2026-08-26,2026-09-04,1.36435,1.3516040979571218,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;APR27=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;AUG27=SERIES_FORWARD_CLUSTER,SEP26=1.3646;AUG26=1.36435;OCT26=1.3645;NOV26=1.3644;DEC26=1.3645;JAN27=1.3641;MAR27=1.3639;FEB27=1.3638;JUN27=1.36375;MAY27=1.3627;SEP27=1.363;JUL27=1.363;APR27=1.3585;DEC27=1.133;AUG27=1.3371,NONE,WEIGHTED_ATM,2026-09-02,5,5,0.0,NONE,1339,686,0,0,55,NONE,MGM;SBP;TGB;WGB,OK,NONE,NONE,2026-08-25
