Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Futures_Spot
EUR,0.91,-12974.762574269995,0.10379810059415996,0.0,0.0,0.0,0.0,0.0,0.0,1.1739925274391412,1.1711589877123745,1.1754092973025243,1.1697422178489914,DEC26,JUN26,1.1725757575757578
EUR,0.93,-190422.24851850668,1.5233779881480534,0.0,0.0,0.0,0.0,0.0,0.0,1.1739925274391412,1.1711589877123745,1.1754092973025243,1.1697422178489914,DEC26,JUN26,1.1725757575757578
EUR,0.95,-1985995.8009858069,15.887966407886456,0.0,0.0,0.0,0.0,0.0,0.0,1.1739925274391412,1.1711589877123745,1.1754092973025243,1.1697422178489914,DEC26,JUN26,1.1725757575757578
EUR,0.97,-50871227.68817937,406.96982150543494,0.0,0.0,0.0,0.0,0.0,0.0,1.1739925274391412,1.1711589877123745,1.1754092973025243,1.1697422178489914,DEC26,JUN26,1.1725757575757578
EUR,0.98,-184019.27779587437,1.472154222366995,0.0,0.0,0.0,0.0,0.0,0.0,1.1739925274391412,1.1711589877123745,1.1754092973025243,1.1697422178489914,DEC26,JUN26,1.1725757575757578
EUR,0.99,-14398973.03980342,115.19178431842735,0.0,0.0,0.0,0.0,0.0,0.0,1.1739925274391412,1.1711589877123745,1.1754092973025243,1.1697422178489914,DEC26,JUN26,1.1725757575757578
EUR,1.0,-22862531.697435394,182.90025357948315,0.0,0.0,0.0,0.0,0.0,0.0,1.1739925274391412,1.1711589877123745,1.1754092973025243,1.1697422178489914,DEC26,JUN26,1.1725757575757578
EUR,1.01,-983812326.3079103,7870.498610463283,0.0,0.0,0.0,0.0,0.0,0.0,1.1739925274391412,1.1711589877123745,1.1754092973025243,1.1697422178489914,DEC26,JUN26,1.1725757575757578
EUR,1.02,-36220936.58736895,290.12073042867587,0.0,0.0,0.0,0.0,0.0,0.0,1.1739925274391412,1.1711589877123745,1.1754092973025243,1.1697422178489914,DEC26,JUN26,1.1725757575757578
EUR,1.025,-1368373.8434886555,10.946990747909243,0.0,0.0,0.0,0.0,0.0,0.0,1.1739925274391412,1.1711589877123745,1.1754092973025243,1.1697422178489914,DEC26,JUN26,1.1725757575757578
EUR,1.03,-1501442673.0947964,12011.54138475837,0.0,0.0,0.0,0.0,0.0,0.0,1.1739925274391412,1.1711589877123745,1.1754092973025243,1.1697422178489914,DEC26,JUN26,1.1725757575757578
EUR,1.035,-994721.0183791465,7.957768147033172,0.0,0.0,0.0,0.0,0.0,0.0,1.1739925274391412,1.1711589877123745,1.1754092973025243,1.1697422178489914,DEC26,JUN26,1.1725757575757578
