Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
BTC,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65403.06198379487,62776.93801620513,66716.12396758974,61463.87603241026,AUG26,AUG26,2026-08-28,2026-08-28,64090.0,66388.60404643152,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=64232.5;SEP26=64500;AUG26=64090;MAR27=92185,OCT26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,18,65,0.0,NONE,206,172,0,0,34,NONE,NONE,OK,NONE,NONE,2026-08-03
BTC,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65403.06198379487,62776.93801620513,66716.12396758974,61463.87603241026,AUG26,AUG26,2026-08-28,2026-08-28,64090.0,66388.60404643152,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=64232.5;SEP26=64500;AUG26=64090;MAR27=92185,OCT26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,18,65,0.0,NONE,206,172,0,0,34,NONE,NONE,OK,NONE,NONE,2026-08-03
BTC,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65403.06198379487,62776.93801620513,66716.12396758974,61463.87603241026,AUG26,AUG26,2026-08-28,2026-08-28,64090.0,66388.60404643152,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=64232.5;SEP26=64500;AUG26=64090;MAR27=92185,OCT26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,18,65,0.0,NONE,206,172,0,0,34,NONE,NONE,OK,NONE,NONE,2026-08-03
BTC,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65403.06198379487,62776.93801620513,66716.12396758974,61463.87603241026,AUG26,AUG26,2026-08-28,2026-08-28,64090.0,66388.60404643152,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=64232.5;SEP26=64500;AUG26=64090;MAR27=92185,OCT26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,18,65,0.0,NONE,206,172,0,0,34,NONE,NONE,OK,NONE,NONE,2026-08-03
BTC,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65403.06198379487,62776.93801620513,66716.12396758974,61463.87603241026,AUG26,AUG26,2026-08-28,2026-08-28,64090.0,66388.60404643152,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=64232.5;SEP26=64500;AUG26=64090;MAR27=92185,OCT26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,18,65,0.0,NONE,206,172,0,0,34,NONE,NONE,OK,NONE,NONE,2026-08-03
BTC,37500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65403.06198379487,62776.93801620513,66716.12396758974,61463.87603241026,AUG26,AUG26,2026-08-28,2026-08-28,64090.0,66388.60404643152,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=64232.5;SEP26=64500;AUG26=64090;MAR27=92185,OCT26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,18,65,0.0,NONE,206,172,0,0,34,NONE,NONE,OK,NONE,NONE,2026-08-03
BTC,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65403.06198379487,62776.93801620513,66716.12396758974,61463.87603241026,AUG26,AUG26,2026-08-28,2026-08-28,64090.0,66388.60404643152,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=64232.5;SEP26=64500;AUG26=64090;MAR27=92185,OCT26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,18,65,0.0,NONE,206,172,0,0,34,NONE,NONE,OK,NONE,NONE,2026-08-03
BTC,42500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65403.06198379487,62776.93801620513,66716.12396758974,61463.87603241026,AUG26,AUG26,2026-08-28,2026-08-28,64090.0,66388.60404643152,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=64232.5;SEP26=64500;AUG26=64090;MAR27=92185,OCT26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,18,65,0.0,NONE,206,172,0,0,34,NONE,NONE,OK,NONE,NONE,2026-08-03
BTC,45000.0,-48258.661540123656,0.001171051495451016,0.0,0.0,0.0,0.0,0.0,0.0,65403.06198379487,62776.93801620513,66716.12396758974,61463.87603241026,AUG26,AUG26,2026-08-28,2026-08-28,64090.0,66388.60404643152,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=64232.5;SEP26=64500;AUG26=64090;MAR27=92185,OCT26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,18,65,0.0,NONE,206,172,0,0,34,NONE,NONE,OK,NONE,NONE,2026-08-03
BTC,47500.0,-54123.832719648686,0.001300975487522353,0.0,0.0,0.0,0.0,0.0,0.0,65403.06198379487,62776.93801620513,66716.12396758974,61463.87603241026,AUG26,AUG26,2026-08-28,2026-08-28,64090.0,66388.60404643152,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY,DEC26=64232.5;SEP26=64500;AUG26=64090;MAR27=92185,OCT26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,18,65,0.0,NONE,206,172,0,0,34,NONE,NONE,OK,NONE,NONE,2026-08-03
