Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
BTC,62750.0,108325.68101285891,0.0037924502484374773,0.0,0.0,2245.0,1.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,63000.0,-34582.11019787087,0.000856154303951198,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,63250.0,13194.147165024411,0.0003309574553348977,2350.0,1.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,63500.0,-10708.030140324343,0.00026859654986155187,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,63750.0,93090.68464359942,0.002335054757210759,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,64000.0,-93065.39197847249,0.002334420324686675,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,64250.0,-132905.9784210916,0.0033337679098835423,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,64500.0,-3918.9098499707943,0.0005637361888169235,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,65000.0,54370.73478766614,0.002013402109066982,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,65500.0,-8867.123740750116,0.00021952466494593655,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,66000.0,12580.985111848087,0.0009467313270374085,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,66250.0,9209.482760262237,0.00022800049670908506,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,66500.0,-24281.345574133033,0.0006090649318073967,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,66750.0,3179.9879350375268,0.0005135722665080452,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,67000.0,-10368.57747035526,0.008474401890113463,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,67250.0,-17173.831048819466,0.00042517501921218086,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,67500.0,19904.927369619007,0.000496387759490113,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,68000.0,56912.238803633736,0.002451942746043288,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,68250.0,-14782.480555697968,0.000866124338552766,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,69000.0,183333.29962486634,0.00457709640217442,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,69250.0,33549.376476375735,0.0008362271694750307,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,69500.0,80065.80340492356,0.0019822006752108537,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,70000.0,-181765.27207936437,0.006845724152164588,0.0,0.0,0.0,0.0,0.0,29.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,70500.0,-14559.912574176627,0.00036046186147142514,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,71000.0,35751.89696666621,0.0008851148841783397,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,72000.0,20867.331760466386,0.0005234289820095598,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,73500.0,7856.658490285188,0.0001970737228301405,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,73750.0,37735.14349228909,0.0009465353774445426,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,75000.0,9062.967139723978,0.0002273323546290227,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,76500.0,12153.530023068963,0.00030485497239515915,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,76750.0,9169.169142864346,0.00022999628919570525,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
