Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
BTC,48500.0,-8958.388085709335,0.00022398457807079516,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,50000.0,-96485.10083268447,0.002407104593540045,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,51500.0,-3210.7884685108684,7.94899545072209e-05,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,52000.0,-15648.030472360038,0.00039139549972720916,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,52500.0,-38347.334284790224,0.0009547910348270518,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,53500.0,8070.721315644514,0.00019980801491995546,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,54000.0,-8607.785503889914,0.00042472537780945184,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,54500.0,-4659.197869965274,0.00011686971894879798,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,55000.0,-177438.44893012088,0.004433423355940782,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,55500.0,-36552.97274602603,0.0009085430692251282,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,56000.0,-29902.983662320454,0.0007500761705945613,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,57500.0,-7583.204371681614,0.00019021449364981183,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,58000.0,-92930.07443432813,0.002314016729841259,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,59000.0,-18701.770305691596,0.0004691087823422796,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,60000.0,-362109.89971028594,0.009073156799958786,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,60500.0,-44255.99575373978,0.0011101021956762944,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,61000.0,-57829.61597140578,0.0014505782227157236,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,62000.0,75.27255609700478,0.0006259003592712523,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,62250.0,-8461.22341504451,0.00020947573187506097,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
BTC,62500.0,-140482.9054948082,0.003523824945947434,0.0,0.0,0.0,0.0,0.0,0.0,64536.5015592207,61743.4984407793,65933.0031184414,60346.9968815586,AUG26,AUG26,2026-08-28,2026-08-28,63140.0,66657.319604706,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY,DEC26=99512.5;AUG26=63140;SEP26=63555;OCT26=25000,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,19,59,0.0,NONE,278,163,0,0,115,NONE,NONE,OK,NONE,NONE,NONE
