Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
USDCAD,1.2195121951,-19542.931389137233,1025054.6346714104,0.0,0.0,0.0,0.0,0.0,0.0,1.394277563033222,1.3879552009667782,1.3974387440664437,1.3847940199335564,SEP26,AUG26,2026-08-17,2026-09-04,1.391116382,1.4021490098322553,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=SERIES_FORWARD_CLUSTER;JUL27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,DEC26=1.386151617;JAN27=1.380770014;SEP26=1.391629311;OCT26=1.386104372;NOV26=1.386178345;AUG26=1.391116382;MAR27=1.380946345;FEB27=1.380851451;JUN27=1.376658889;MAY27=1.538461539;JUL27=1.372418345;APR27=1.375697183;JUN28=1.337415474;SEP27=1.409244889;MAR28=1.381524351,NONE,WEIGHTED_ATM,2026-09-04,15,63,0.0,NONE,776,352,0,0,158,NONE,MCM;SCD;TCD;WCD,OK,NONE,NONE,2026-08-13
USDCAD,1.25,-2234528.742599202,117191328.46581894,0.0,0.0,0.0,0.0,0.0,0.0,1.394277563033222,1.3879552009667782,1.3974387440664437,1.3847940199335564,SEP26,AUG26,2026-08-17,2026-09-04,1.391116382,1.4021490098322553,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=SERIES_FORWARD_CLUSTER;JUL27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,DEC26=1.386151617;JAN27=1.380770014;SEP26=1.391629311;OCT26=1.386104372;NOV26=1.386178345;AUG26=1.391116382;MAR27=1.380946345;FEB27=1.380851451;JUN27=1.376658889;MAY27=1.538461539;JUL27=1.372418345;APR27=1.375697183;JUN28=1.337415474;SEP27=1.409244889;MAR28=1.381524351,NONE,WEIGHTED_ATM,2026-09-04,15,63,0.0,NONE,776,352,0,0,158,NONE,MCM;SCD;TCD;WCD,OK,NONE,NONE,2026-08-13
USDCAD,1.2658227848,-172632.29176876546,9143820.19267952,0.0,0.0,0.0,0.0,0.0,0.0,1.394277563033222,1.3879552009667782,1.3974387440664437,1.3847940199335564,SEP26,AUG26,2026-08-17,2026-09-04,1.391116382,1.4021490098322553,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=SERIES_FORWARD_CLUSTER;JUL27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,DEC26=1.386151617;JAN27=1.380770014;SEP26=1.391629311;OCT26=1.386104372;NOV26=1.386178345;AUG26=1.391116382;MAR27=1.380946345;FEB27=1.380851451;JUN27=1.376658889;MAY27=1.538461539;JUL27=1.372418345;APR27=1.375697183;JUN28=1.337415474;SEP27=1.409244889;MAR28=1.381524351,NONE,WEIGHTED_ATM,2026-09-04,15,63,0.0,NONE,776,352,0,0,158,NONE,MCM;SCD;TCD;WCD,OK,NONE,NONE,2026-08-13
USDCAD,1.2738853503,-33067.67901064064,1737460.7866404701,0.0,0.0,0.0,0.0,0.0,0.0,1.394277563033222,1.3879552009667782,1.3974387440664437,1.3847940199335564,SEP26,AUG26,2026-08-17,2026-09-04,1.391116382,1.4021490098322553,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=SERIES_FORWARD_CLUSTER;JUL27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,DEC26=1.386151617;JAN27=1.380770014;SEP26=1.391629311;OCT26=1.386104372;NOV26=1.386178345;AUG26=1.391116382;MAR27=1.380946345;FEB27=1.380851451;JUN27=1.376658889;MAY27=1.538461539;JUL27=1.372418345;APR27=1.375697183;JUN28=1.337415474;SEP27=1.409244889;MAR28=1.381524351,NONE,WEIGHTED_ATM,2026-09-04,15,63,0.0,NONE,776,352,0,0,158,NONE,MCM;SCD;TCD;WCD,OK,NONE,NONE,2026-08-13
USDCAD,1.2820512821,-78885.22082717692,4107295.6824633684,0.0,0.0,0.0,0.0,0.0,0.0,1.394277563033222,1.3879552009667782,1.3974387440664437,1.3847940199335564,SEP26,AUG26,2026-08-17,2026-09-04,1.391116382,1.4021490098322553,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=SERIES_FORWARD_CLUSTER;JUL27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,DEC26=1.386151617;JAN27=1.380770014;SEP26=1.391629311;OCT26=1.386104372;NOV26=1.386178345;AUG26=1.391116382;MAR27=1.380946345;FEB27=1.380851451;JUN27=1.376658889;MAY27=1.538461539;JUL27=1.372418345;APR27=1.375697183;JUN28=1.337415474;SEP27=1.409244889;MAR28=1.381524351,NONE,WEIGHTED_ATM,2026-09-04,15,63,0.0,NONE,776,352,0,0,158,NONE,MCM;SCD;TCD;WCD,OK,NONE,NONE,2026-08-13
USDCAD,1.2903225806,-288282.1217518305,15003598.733168427,0.0,0.0,0.0,0.0,0.0,0.0,1.394277563033222,1.3879552009667782,1.3974387440664437,1.3847940199335564,SEP26,AUG26,2026-08-17,2026-09-04,1.391116382,1.4021490098322553,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=SERIES_FORWARD_CLUSTER;JUL27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,DEC26=1.386151617;JAN27=1.380770014;SEP26=1.391629311;OCT26=1.386104372;NOV26=1.386178345;AUG26=1.391116382;MAR27=1.380946345;FEB27=1.380851451;JUN27=1.376658889;MAY27=1.538461539;JUL27=1.372418345;APR27=1.375697183;JUN28=1.337415474;SEP27=1.409244889;MAR28=1.381524351,NONE,WEIGHTED_ATM,2026-09-04,15,63,0.0,NONE,776,352,0,0,158,NONE,MCM;SCD;TCD;WCD,OK,NONE,NONE,2026-08-13
USDCAD,1.2987012987,-143795.84457912215,7514890.420427729,0.0,0.0,0.0,0.0,0.0,0.0,1.394277563033222,1.3879552009667782,1.3974387440664437,1.3847940199335564,SEP26,AUG26,2026-08-17,2026-09-04,1.391116382,1.4021490098322553,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=SERIES_FORWARD_CLUSTER;JUL27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,DEC26=1.386151617;JAN27=1.380770014;SEP26=1.391629311;OCT26=1.386104372;NOV26=1.386178345;AUG26=1.391116382;MAR27=1.380946345;FEB27=1.380851451;JUN27=1.376658889;MAY27=1.538461539;JUL27=1.372418345;APR27=1.375697183;JUN28=1.337415474;SEP27=1.409244889;MAR28=1.381524351,NONE,WEIGHTED_ATM,2026-09-04,15,63,0.0,NONE,776,352,0,0,158,NONE,MCM;SCD;TCD;WCD,OK,NONE,NONE,2026-08-13
USDCAD,1.3071895425,-381913.7941097545,19978408.765554883,0.0,0.0,0.0,0.0,0.0,0.0,1.394277563033222,1.3879552009667782,1.3974387440664437,1.3847940199335564,SEP26,AUG26,2026-08-17,2026-09-04,1.391116382,1.4021490098322553,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=SERIES_FORWARD_CLUSTER;JUL27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,DEC26=1.386151617;JAN27=1.380770014;SEP26=1.391629311;OCT26=1.386104372;NOV26=1.386178345;AUG26=1.391116382;MAR27=1.380946345;FEB27=1.380851451;JUN27=1.376658889;MAY27=1.538461539;JUL27=1.372418345;APR27=1.375697183;JUN28=1.337415474;SEP27=1.409244889;MAR28=1.381524351,NONE,WEIGHTED_ATM,2026-09-04,15,63,0.0,NONE,776,352,0,0,158,NONE,MCM;SCD;TCD;WCD,OK,NONE,NONE,2026-08-13
USDCAD,1.3157894737,-14416915.462040894,750698061.6803719,0.0,0.0,0.0,0.0,0.0,0.0,1.394277563033222,1.3879552009667782,1.3974387440664437,1.3847940199335564,SEP26,AUG26,2026-08-17,2026-09-04,1.391116382,1.4021490098322553,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=SERIES_FORWARD_CLUSTER;JUL27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,DEC26=1.386151617;JAN27=1.380770014;SEP26=1.391629311;OCT26=1.386104372;NOV26=1.386178345;AUG26=1.391116382;MAR27=1.380946345;FEB27=1.380851451;JUN27=1.376658889;MAY27=1.538461539;JUL27=1.372418345;APR27=1.375697183;JUN28=1.337415474;SEP27=1.409244889;MAR28=1.381524351,NONE,WEIGHTED_ATM,2026-09-04,15,63,0.0,NONE,776,352,0,0,158,NONE,MCM;SCD;TCD;WCD,OK,NONE,NONE,2026-08-13
USDCAD,1.3245033113,-3611832.7441853266,189257912.90058014,0.0,0.0,0.0,0.0,0.0,0.0,1.394277563033222,1.3879552009667782,1.3974387440664437,1.3847940199335564,SEP26,AUG26,2026-08-17,2026-09-04,1.391116382,1.4021490098322553,FOUND,ESTIMATED,ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;MAY27=SERIES_FORWARD_CLUSTER;JUL27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN28=SERIES_FORWARD_CLUSTER;SEP27=SERIES_FORWARD_CLUSTER;MAR28=SERIES_FORWARD_CLUSTER,DEC26=1.386151617;JAN27=1.380770014;SEP26=1.391629311;OCT26=1.386104372;NOV26=1.386178345;AUG26=1.391116382;MAR27=1.380946345;FEB27=1.380851451;JUN27=1.376658889;MAY27=1.538461539;JUL27=1.372418345;APR27=1.375697183;JUN28=1.337415474;SEP27=1.409244889;MAR28=1.381524351,NONE,WEIGHTED_ATM,2026-09-04,15,63,0.0,NONE,776,352,0,0,158,NONE,MCM;SCD;TCD;WCD,OK,NONE,NONE,2026-08-13
