Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
BTC,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64853.138414817986,62356.861585182014,66101.27682963597,61108.72317036403,AUG26,AUG26,2026-08-28,2026-08-28,63605.0,65129.61318912731,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;MAR27=PUT_CALL_PARITY,AUG26=63605;SEP26=63957.5;OCT26=55390;MAR27=92065,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,12,76,0.0,NONE,201,201,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-11
BTC,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64853.138414817986,62356.861585182014,66101.27682963597,61108.72317036403,AUG26,AUG26,2026-08-28,2026-08-28,63605.0,65129.61318912731,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;MAR27=PUT_CALL_PARITY,AUG26=63605;SEP26=63957.5;OCT26=55390;MAR27=92065,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,12,76,0.0,NONE,201,201,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-11
BTC,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64853.138414817986,62356.861585182014,66101.27682963597,61108.72317036403,AUG26,AUG26,2026-08-28,2026-08-28,63605.0,65129.61318912731,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;MAR27=PUT_CALL_PARITY,AUG26=63605;SEP26=63957.5;OCT26=55390;MAR27=92065,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,12,76,0.0,NONE,201,201,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-11
BTC,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64853.138414817986,62356.861585182014,66101.27682963597,61108.72317036403,AUG26,AUG26,2026-08-28,2026-08-28,63605.0,65129.61318912731,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;MAR27=PUT_CALL_PARITY,AUG26=63605;SEP26=63957.5;OCT26=55390;MAR27=92065,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,12,76,0.0,NONE,201,201,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-11
BTC,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64853.138414817986,62356.861585182014,66101.27682963597,61108.72317036403,AUG26,AUG26,2026-08-28,2026-08-28,63605.0,65129.61318912731,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;MAR27=PUT_CALL_PARITY,AUG26=63605;SEP26=63957.5;OCT26=55390;MAR27=92065,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,12,76,0.0,NONE,201,201,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-11
BTC,37500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64853.138414817986,62356.861585182014,66101.27682963597,61108.72317036403,AUG26,AUG26,2026-08-28,2026-08-28,63605.0,65129.61318912731,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;MAR27=PUT_CALL_PARITY,AUG26=63605;SEP26=63957.5;OCT26=55390;MAR27=92065,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,12,76,0.0,NONE,201,201,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-11
BTC,40000.0,-36032.631547480014,0.0011744465339255487,0.0,0.0,0.0,0.0,0.0,0.0,64853.138414817986,62356.861585182014,66101.27682963597,61108.72317036403,AUG26,AUG26,2026-08-28,2026-08-28,63605.0,65129.61318912731,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;MAR27=PUT_CALL_PARITY,AUG26=63605;SEP26=63957.5;OCT26=55390;MAR27=92065,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,12,76,0.0,NONE,201,201,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-11
BTC,42500.0,-26003.292670640414,0.0008475505572620625,0.0,0.0,0.0,0.0,0.0,0.0,64853.138414817986,62356.861585182014,66101.27682963597,61108.72317036403,AUG26,AUG26,2026-08-28,2026-08-28,63605.0,65129.61318912731,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;MAR27=PUT_CALL_PARITY,AUG26=63605;SEP26=63957.5;OCT26=55390;MAR27=92065,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,12,76,0.0,NONE,201,201,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-11
BTC,45000.0,-108630.37755209659,0.002828023472101043,0.0,0.0,0.0,0.0,0.0,0.0,64853.138414817986,62356.861585182014,66101.27682963597,61108.72317036403,AUG26,AUG26,2026-08-28,2026-08-28,63605.0,65129.61318912731,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;MAR27=PUT_CALL_PARITY,AUG26=63605;SEP26=63957.5;OCT26=55390;MAR27=92065,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,12,76,0.0,NONE,201,201,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-11
BTC,47500.0,-52259.86432299504,0.001277571805494952,0.0,0.0,0.0,0.0,0.0,0.0,64853.138414817986,62356.861585182014,66101.27682963597,61108.72317036403,AUG26,AUG26,2026-08-28,2026-08-28,63605.0,65129.61318912731,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;MAR27=PUT_CALL_PARITY,AUG26=63605;SEP26=63957.5;OCT26=55390;MAR27=92065,DEC26=GLOBAL_REFERENCE_NO_OBSERVATION;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,12,76,0.0,NONE,201,201,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-11
