Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
BTC,56500.0,-29271.053583393856,0.0006202768818941291,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,57000.0,-1751.9694471483215,3.726131942694072e-05,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,57500.0,-6247.832454244334,0.00013288044559369312,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,58000.0,-37002.0026190935,0.0011401456642543524,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,58500.0,-21753.047789735236,0.0004611462520741733,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,59000.0,-69744.934439083,0.001483352512097602,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,59500.0,-15034.955508499805,0.00031890457367740534,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,60000.0,-303524.4981901651,0.006451743397423281,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,60500.0,-45821.41867601202,0.0013289199041852029,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,61000.0,-29144.921971941658,0.0006198614074220452,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,61250.0,-6636.545113469832,0.0001400629978139237,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,61500.0,-26661.33494832564,0.0005670398644652366,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,62000.0,-32806.39049173011,0.003285123846553511,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,62250.0,-7485.368325010805,0.000157977247109264,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,62500.0,-77378.87918494872,0.0016457131366657525,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,62750.0,-16235.106815276988,0.003572773404611134,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,63000.0,-40596.06497132838,0.0012060293867562594,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,63250.0,17844.12999222758,0.0003795133691506408,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,63500.0,-117093.54596202073,0.0024903744902776514,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,63750.0,71629.95335908857,0.0019671661777795565,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,64000.0,-6691.598662746212,0.003988763775311405,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,64250.0,-12186.047832397982,0.0007775276359540052,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,64500.0,-3628.384612513073,0.0004784114874094935,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,64750.0,154636.96253359606,0.003288857157614792,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
BTC,65000.0,279488.9310969873,0.008282045904960952,0.0,0.0,0.0,0.0,0.0,0.0,70044.0848810462,67095.9151189538,71518.16976209241,65621.83023790759,AUG26,AUG26,2026-08-28,2026-08-28,68570.0,63788.287909991646,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;NOV26=SERIES_FORWARD_CLUSTER,AUG26=68570;SEP26=68835;DEC26=82987.5;OCT26=53195;MAR27=86895;NOV26=71610,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;OCT26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;MAR27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,6,79,0.0,NONE,225,225,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-19
