Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
BTC,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74626.86590165735,70943.13409834265,76468.7318033147,69101.2681966853,AUG26,AUG26,2026-08-28,2026-08-28,72785.0,63483.1553962621,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;MAR27=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER,AUG26=72785;SEP26=73070;OCT26=59885;DEC26=89432.5;MAR27=85610;NOV26=69525,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,87,0.0,NONE,242,242,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-20
BTC,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74626.86590165735,70943.13409834265,76468.7318033147,69101.2681966853,AUG26,AUG26,2026-08-28,2026-08-28,72785.0,63483.1553962621,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;MAR27=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER,AUG26=72785;SEP26=73070;OCT26=59885;DEC26=89432.5;MAR27=85610;NOV26=69525,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,87,0.0,NONE,242,242,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-20
BTC,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74626.86590165735,70943.13409834265,76468.7318033147,69101.2681966853,AUG26,AUG26,2026-08-28,2026-08-28,72785.0,63483.1553962621,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;MAR27=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER,AUG26=72785;SEP26=73070;OCT26=59885;DEC26=89432.5;MAR27=85610;NOV26=69525,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,87,0.0,NONE,242,242,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-20
BTC,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74626.86590165735,70943.13409834265,76468.7318033147,69101.2681966853,AUG26,AUG26,2026-08-28,2026-08-28,72785.0,63483.1553962621,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;MAR27=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER,AUG26=72785;SEP26=73070;OCT26=59885;DEC26=89432.5;MAR27=85610;NOV26=69525,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,87,0.0,NONE,242,242,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-20
BTC,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74626.86590165735,70943.13409834265,76468.7318033147,69101.2681966853,AUG26,AUG26,2026-08-28,2026-08-28,72785.0,63483.1553962621,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;MAR27=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER,AUG26=72785;SEP26=73070;OCT26=59885;DEC26=89432.5;MAR27=85610;NOV26=69525,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,87,0.0,NONE,242,242,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-20
BTC,37500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74626.86590165735,70943.13409834265,76468.7318033147,69101.2681966853,AUG26,AUG26,2026-08-28,2026-08-28,72785.0,63483.1553962621,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;MAR27=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER,AUG26=72785;SEP26=73070;OCT26=59885;DEC26=89432.5;MAR27=85610;NOV26=69525,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,87,0.0,NONE,242,242,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-20
BTC,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74626.86590165735,70943.13409834265,76468.7318033147,69101.2681966853,AUG26,AUG26,2026-08-28,2026-08-28,72785.0,63483.1553962621,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;MAR27=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER,AUG26=72785;SEP26=73070;OCT26=59885;DEC26=89432.5;MAR27=85610;NOV26=69525,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,87,0.0,NONE,242,242,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-20
BTC,42500.0,-14217.120868295391,0.00039643824770891565,0.0,0.0,0.0,0.0,0.0,0.0,74626.86590165735,70943.13409834265,76468.7318033147,69101.2681966853,AUG26,AUG26,2026-08-28,2026-08-28,72785.0,63483.1553962621,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;MAR27=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER,AUG26=72785;SEP26=73070;OCT26=59885;DEC26=89432.5;MAR27=85610;NOV26=69525,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,87,0.0,NONE,242,242,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-20
BTC,45000.0,-29791.672513937807,0.0008307278637604658,0.0,0.0,0.0,0.0,0.0,0.0,74626.86590165735,70943.13409834265,76468.7318033147,69101.2681966853,AUG26,AUG26,2026-08-28,2026-08-28,72785.0,63483.1553962621,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;MAR27=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER,AUG26=72785;SEP26=73070;OCT26=59885;DEC26=89432.5;MAR27=85610;NOV26=69525,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,87,0.0,NONE,242,242,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-20
BTC,47500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74626.86590165735,70943.13409834265,76468.7318033147,69101.2681966853,AUG26,AUG26,2026-08-28,2026-08-28,72785.0,63483.1553962621,FOUND,DEGRADED,SPOT_MONTH_FALLBACK,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;MAR27=SERIES_FORWARD_CLUSTER;NOV26=SERIES_FORWARD_CLUSTER,AUG26=72785;SEP26=73070;OCT26=59885;DEC26=89432.5;MAR27=85610;NOV26=69525,DEC26=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-28,5,87,0.0,NONE,242,242,0,0,0,NONE,NONE,OK,NONE,NONE,2026-08-20
