Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
EUR,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172162861839887,1.163437138160113,1.1765257236797741,1.1590742763202257,SEP26,SEP26,2026-09-08,2026-09-04,1.1678,1.1674543440874412,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;MAR28=PUT_CALL_PARITY,SEP26=1.1678;OCT26=1.1678;NOV26=1.1678;DEC26=1.1679;JAN27=1.17185;MAR27=1.17165;FEB27=1.1718;MAY27=1.17555;APR27=1.17555;JUN27=1.1754;JUL27=1.17915;SEP27=1.18;AUG27=1.063;JUN28=1.0883;DEC27=1.1299;MAR28=1.1853,NONE,WEIGHTED_ATM,2026-09-18,9,36,0.0,NONE,1950,1004,11,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-09-03
EUR,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172162861839887,1.163437138160113,1.1765257236797741,1.1590742763202257,SEP26,SEP26,2026-09-08,2026-09-04,1.1678,1.1674543440874412,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;MAR28=PUT_CALL_PARITY,SEP26=1.1678;OCT26=1.1678;NOV26=1.1678;DEC26=1.1679;JAN27=1.17185;MAR27=1.17165;FEB27=1.1718;MAY27=1.17555;APR27=1.17555;JUN27=1.1754;JUL27=1.17915;SEP27=1.18;AUG27=1.063;JUN28=1.0883;DEC27=1.1299;MAR28=1.1853,NONE,WEIGHTED_ATM,2026-09-18,9,36,0.0,NONE,1950,1004,11,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-09-03
EUR,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172162861839887,1.163437138160113,1.1765257236797741,1.1590742763202257,SEP26,SEP26,2026-09-08,2026-09-04,1.1678,1.1674543440874412,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;MAR28=PUT_CALL_PARITY,SEP26=1.1678;OCT26=1.1678;NOV26=1.1678;DEC26=1.1679;JAN27=1.17185;MAR27=1.17165;FEB27=1.1718;MAY27=1.17555;APR27=1.17555;JUN27=1.1754;JUL27=1.17915;SEP27=1.18;AUG27=1.063;JUN28=1.0883;DEC27=1.1299;MAR28=1.1853,NONE,WEIGHTED_ATM,2026-09-18,9,36,0.0,NONE,1950,1004,11,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-09-03
EUR,0.97,-213964.59527507608,15586765.771022879,0.0,0.0,0.0,0.0,0.0,0.0,1.172162861839887,1.163437138160113,1.1765257236797741,1.1590742763202257,SEP26,SEP26,2026-09-08,2026-09-04,1.1678,1.1674543440874412,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;MAR28=PUT_CALL_PARITY,SEP26=1.1678;OCT26=1.1678;NOV26=1.1678;DEC26=1.1679;JAN27=1.17185;MAR27=1.17165;FEB27=1.1718;MAY27=1.17555;APR27=1.17555;JUN27=1.1754;JUL27=1.17915;SEP27=1.18;AUG27=1.063;JUN28=1.0883;DEC27=1.1299;MAR28=1.1853,NONE,WEIGHTED_ATM,2026-09-18,9,36,0.0,NONE,1950,1004,11,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-09-03
EUR,0.98,-874.0423087993206,63670.2656453919,0.0,0.0,0.0,0.0,0.0,0.0,1.172162861839887,1.163437138160113,1.1765257236797741,1.1590742763202257,SEP26,SEP26,2026-09-08,2026-09-04,1.1678,1.1674543440874412,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;MAR28=PUT_CALL_PARITY,SEP26=1.1678;OCT26=1.1678;NOV26=1.1678;DEC26=1.1679;JAN27=1.17185;MAR27=1.17165;FEB27=1.1718;MAY27=1.17555;APR27=1.17555;JUN27=1.1754;JUL27=1.17915;SEP27=1.18;AUG27=1.063;JUN28=1.0883;DEC27=1.1299;MAR28=1.1853,NONE,WEIGHTED_ATM,2026-09-18,9,36,0.0,NONE,1950,1004,11,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-09-03
EUR,0.99,-65911.7616652746,4814842.603960499,0.0,0.0,0.0,0.0,0.0,0.0,1.172162861839887,1.163437138160113,1.1765257236797741,1.1590742763202257,SEP26,SEP26,2026-09-08,2026-09-04,1.1678,1.1674543440874412,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;MAR28=PUT_CALL_PARITY,SEP26=1.1678;OCT26=1.1678;NOV26=1.1678;DEC26=1.1679;JAN27=1.17185;MAR27=1.17165;FEB27=1.1718;MAY27=1.17555;APR27=1.17555;JUN27=1.1754;JUL27=1.17915;SEP27=1.18;AUG27=1.063;JUN28=1.0883;DEC27=1.1299;MAR28=1.1853,NONE,WEIGHTED_ATM,2026-09-18,9,36,0.0,NONE,1950,1004,11,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-09-03
EUR,1.0,-162861.89566979208,11865637.033603147,0.0,0.0,0.0,0.0,0.0,0.0,1.172162861839887,1.163437138160113,1.1765257236797741,1.1590742763202257,SEP26,SEP26,2026-09-08,2026-09-04,1.1678,1.1674543440874412,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;MAR28=PUT_CALL_PARITY,SEP26=1.1678;OCT26=1.1678;NOV26=1.1678;DEC26=1.1679;JAN27=1.17185;MAR27=1.17165;FEB27=1.1718;MAY27=1.17555;APR27=1.17555;JUN27=1.1754;JUL27=1.17915;SEP27=1.18;AUG27=1.063;JUN28=1.0883;DEC27=1.1299;MAR28=1.1853,NONE,WEIGHTED_ATM,2026-09-18,9,36,0.0,NONE,1950,1004,11,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-09-03
EUR,1.01,-5105974.740602234,371586680.748604,0.0,0.0,0.0,0.0,0.0,0.0,1.172162861839887,1.163437138160113,1.1765257236797741,1.1590742763202257,SEP26,SEP26,2026-09-08,2026-09-04,1.1678,1.1674543440874412,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;MAR28=PUT_CALL_PARITY,SEP26=1.1678;OCT26=1.1678;NOV26=1.1678;DEC26=1.1679;JAN27=1.17185;MAR27=1.17165;FEB27=1.1718;MAY27=1.17555;APR27=1.17555;JUN27=1.1754;JUL27=1.17915;SEP27=1.18;AUG27=1.063;JUN28=1.0883;DEC27=1.1299;MAR28=1.1853,NONE,WEIGHTED_ATM,2026-09-18,9,36,0.0,NONE,1950,1004,11,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-09-03
EUR,1.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172162861839887,1.163437138160113,1.1765257236797741,1.1590742763202257,SEP26,SEP26,2026-09-08,2026-09-04,1.1678,1.1674543440874412,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;MAR28=PUT_CALL_PARITY,SEP26=1.1678;OCT26=1.1678;NOV26=1.1678;DEC26=1.1679;JAN27=1.17185;MAR27=1.17165;FEB27=1.1718;MAY27=1.17555;APR27=1.17555;JUN27=1.1754;JUL27=1.17915;SEP27=1.18;AUG27=1.063;JUN28=1.0883;DEC27=1.1299;MAR28=1.1853,NONE,WEIGHTED_ATM,2026-09-18,9,36,0.0,NONE,1950,1004,11,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-09-03
EUR,1.02,-1301792.4902325834,108476431.01068482,0.0,0.0,0.0,0.0,0.0,0.0,1.172162861839887,1.163437138160113,1.1765257236797741,1.1590742763202257,SEP26,SEP26,2026-09-08,2026-09-04,1.1678,1.1674543440874412,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;MAR28=PUT_CALL_PARITY,SEP26=1.1678;OCT26=1.1678;NOV26=1.1678;DEC26=1.1679;JAN27=1.17185;MAR27=1.17165;FEB27=1.1718;MAY27=1.17555;APR27=1.17555;JUN27=1.1754;JUL27=1.17915;SEP27=1.18;AUG27=1.063;JUN28=1.0883;DEC27=1.1299;MAR28=1.1853,NONE,WEIGHTED_ATM,2026-09-18,9,36,0.0,NONE,1950,1004,11,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-09-03
EUR,1.025,-423.1007047472481,31019.33134172462,0.0,0.0,0.0,0.0,0.0,0.0,1.172162861839887,1.163437138160113,1.1765257236797741,1.1590742763202257,SEP26,SEP26,2026-09-08,2026-09-04,1.1678,1.1674543440874412,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;MAR28=PUT_CALL_PARITY,SEP26=1.1678;OCT26=1.1678;NOV26=1.1678;DEC26=1.1679;JAN27=1.17185;MAR27=1.17165;FEB27=1.1718;MAY27=1.17555;APR27=1.17555;JUN27=1.1754;JUL27=1.17915;SEP27=1.18;AUG27=1.063;JUN28=1.0883;DEC27=1.1299;MAR28=1.1853,NONE,WEIGHTED_ATM,2026-09-18,9,36,0.0,NONE,1950,1004,11,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-09-03
EUR,1.03,-8800753.301885732,640523859.6405994,0.0,0.0,0.0,0.0,0.0,0.0,1.172162861839887,1.163437138160113,1.1765257236797741,1.1590742763202257,SEP26,SEP26,2026-09-08,2026-09-04,1.1678,1.1674543440874412,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;MAR28=PUT_CALL_PARITY,SEP26=1.1678;OCT26=1.1678;NOV26=1.1678;DEC26=1.1679;JAN27=1.17185;MAR27=1.17165;FEB27=1.1718;MAY27=1.17555;APR27=1.17555;JUN27=1.1754;JUL27=1.17915;SEP27=1.18;AUG27=1.063;JUN28=1.0883;DEC27=1.1299;MAR28=1.1853,NONE,WEIGHTED_ATM,2026-09-18,9,36,0.0,NONE,1950,1004,11,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-09-03
EUR,1.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172162861839887,1.163437138160113,1.1765257236797741,1.1590742763202257,SEP26,SEP26,2026-09-08,2026-09-04,1.1678,1.1674543440874412,FOUND,WARN,UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;JUN28=SERIES_FORWARD_CLUSTER;DEC27=SERIES_FORWARD_CLUSTER;MAR28=PUT_CALL_PARITY,SEP26=1.1678;OCT26=1.1678;NOV26=1.1678;DEC26=1.1679;JAN27=1.17185;MAR27=1.17165;FEB27=1.1718;MAY27=1.17555;APR27=1.17555;JUN27=1.1754;JUL27=1.17915;SEP27=1.18;AUG27=1.063;JUN28=1.0883;DEC27=1.1299;MAR28=1.1853,NONE,WEIGHTED_ATM,2026-09-18,9,36,0.0,NONE,1950,1004,11,0,0,6H;CFW,MEM;SEC;TEC;WEC,OK,NONE,NONE,2026-09-03
