Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
NAS,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29932.4633660076,29448.0366339924,30174.6767320152,29205.8232679848,SEP26,AUG26,2026-08-12,2026-09-18,29690.25,29542.380836011504,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;JUN27=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY,AUG26=29690.25;DEC29=29439.325;SEP26=29736.875;DEC26=29534;MAR27=34037.25;OCT26=30545.0625;JUN27=25906.25;DEC28=19739.875;DEC27=18299.5,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-21,8,1220,0.0,NONE,4708,4706,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-08-10
NAS,10500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29932.4633660076,29448.0366339924,30174.6767320152,29205.8232679848,SEP26,AUG26,2026-08-12,2026-09-18,29690.25,29542.380836011504,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;JUN27=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY,AUG26=29690.25;DEC29=29439.325;SEP26=29736.875;DEC26=29534;MAR27=34037.25;OCT26=30545.0625;JUN27=25906.25;DEC28=19739.875;DEC27=18299.5,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-21,8,1220,0.0,NONE,4708,4706,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-08-10
NAS,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29932.4633660076,29448.0366339924,30174.6767320152,29205.8232679848,SEP26,AUG26,2026-08-12,2026-09-18,29690.25,29542.380836011504,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;JUN27=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY,AUG26=29690.25;DEC29=29439.325;SEP26=29736.875;DEC26=29534;MAR27=34037.25;OCT26=30545.0625;JUN27=25906.25;DEC28=19739.875;DEC27=18299.5,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-21,8,1220,0.0,NONE,4708,4706,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-08-10
NAS,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29932.4633660076,29448.0366339924,30174.6767320152,29205.8232679848,SEP26,AUG26,2026-08-12,2026-09-18,29690.25,29542.380836011504,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;JUN27=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY,AUG26=29690.25;DEC29=29439.325;SEP26=29736.875;DEC26=29534;MAR27=34037.25;OCT26=30545.0625;JUN27=25906.25;DEC28=19739.875;DEC27=18299.5,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-21,8,1220,0.0,NONE,4708,4706,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-08-10
NAS,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29932.4633660076,29448.0366339924,30174.6767320152,29205.8232679848,SEP26,AUG26,2026-08-12,2026-09-18,29690.25,29542.380836011504,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;JUN27=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY,AUG26=29690.25;DEC29=29439.325;SEP26=29736.875;DEC26=29534;MAR27=34037.25;OCT26=30545.0625;JUN27=25906.25;DEC28=19739.875;DEC27=18299.5,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-21,8,1220,0.0,NONE,4708,4706,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-08-10
NAS,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29932.4633660076,29448.0366339924,30174.6767320152,29205.8232679848,SEP26,AUG26,2026-08-12,2026-09-18,29690.25,29542.380836011504,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;JUN27=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY,AUG26=29690.25;DEC29=29439.325;SEP26=29736.875;DEC26=29534;MAR27=34037.25;OCT26=30545.0625;JUN27=25906.25;DEC28=19739.875;DEC27=18299.5,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-21,8,1220,0.0,NONE,4708,4706,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-08-10
NAS,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29932.4633660076,29448.0366339924,30174.6767320152,29205.8232679848,SEP26,AUG26,2026-08-12,2026-09-18,29690.25,29542.380836011504,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;JUN27=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY,AUG26=29690.25;DEC29=29439.325;SEP26=29736.875;DEC26=29534;MAR27=34037.25;OCT26=30545.0625;JUN27=25906.25;DEC28=19739.875;DEC27=18299.5,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-21,8,1220,0.0,NONE,4708,4706,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-08-10
NAS,13500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29932.4633660076,29448.0366339924,30174.6767320152,29205.8232679848,SEP26,AUG26,2026-08-12,2026-09-18,29690.25,29542.380836011504,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;JUN27=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY,AUG26=29690.25;DEC29=29439.325;SEP26=29736.875;DEC26=29534;MAR27=34037.25;OCT26=30545.0625;JUN27=25906.25;DEC28=19739.875;DEC27=18299.5,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-21,8,1220,0.0,NONE,4708,4706,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-08-10
NAS,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29932.4633660076,29448.0366339924,30174.6767320152,29205.8232679848,SEP26,AUG26,2026-08-12,2026-09-18,29690.25,29542.380836011504,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;JUN27=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY,AUG26=29690.25;DEC29=29439.325;SEP26=29736.875;DEC26=29534;MAR27=34037.25;OCT26=30545.0625;JUN27=25906.25;DEC28=19739.875;DEC27=18299.5,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-21,8,1220,0.0,NONE,4708,4706,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-08-10
NAS,14500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29932.4633660076,29448.0366339924,30174.6767320152,29205.8232679848,SEP26,AUG26,2026-08-12,2026-09-18,29690.25,29542.380836011504,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,AUG26=PUT_CALL_PARITY;DEC29=SERIES_FORWARD_CLUSTER;SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;OCT26=SERIES_FORWARD_CLUSTER;JUN27=SERIES_FORWARD_CLUSTER;DEC28=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY,AUG26=29690.25;DEC29=29439.325;SEP26=29736.875;DEC26=29534;MAR27=34037.25;OCT26=30545.0625;JUN27=25906.25;DEC28=19739.875;DEC27=18299.5,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-21,8,1220,0.0,NONE,4708,4706,0,0,0,NONE,MN1;MN2;MN3;MN4;MN5;QMW;QRW;QTW;QWW,OK,NONE,NONE,2026-08-10
