Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
SPX,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7796.844569085842,7688.055430914158,7851.2391381716825,7633.660861828317,SEP26,AUG26,2026-08-28,2026-09-18,7742.45,7749.899567097766,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,DEC26=7872.5;SEP26=7742.5;AUG26=7742.45;OCT26=7809.25;NOV26=7807.25;MAR27=7940.75;JAN27=7877.25;APR27=7956.75;FEB27=7875.125;MAY27=7961.5;AUG27=8054;JUL27=8042.25;DEC29=8683.125;JUN27=8012.5;SEP27=8079.5;DEC27=8102.875;MAR28=8188;DEC28=8378.375;DEC30=9155.75;SEP28=2416.5;JUN28=8284.5,SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-04,5,467,0.0,NONE,11541,10587,522,0,432,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-27
SPX,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7796.844569085842,7688.055430914158,7851.2391381716825,7633.660861828317,SEP26,AUG26,2026-08-28,2026-09-18,7742.45,7749.899567097766,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,DEC26=7872.5;SEP26=7742.5;AUG26=7742.45;OCT26=7809.25;NOV26=7807.25;MAR27=7940.75;JAN27=7877.25;APR27=7956.75;FEB27=7875.125;MAY27=7961.5;AUG27=8054;JUL27=8042.25;DEC29=8683.125;JUN27=8012.5;SEP27=8079.5;DEC27=8102.875;MAR28=8188;DEC28=8378.375;DEC30=9155.75;SEP28=2416.5;JUN28=8284.5,SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-04,5,467,0.0,NONE,11541,10587,522,0,432,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-27
SPX,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7796.844569085842,7688.055430914158,7851.2391381716825,7633.660861828317,SEP26,AUG26,2026-08-28,2026-09-18,7742.45,7749.899567097766,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,DEC26=7872.5;SEP26=7742.5;AUG26=7742.45;OCT26=7809.25;NOV26=7807.25;MAR27=7940.75;JAN27=7877.25;APR27=7956.75;FEB27=7875.125;MAY27=7961.5;AUG27=8054;JUL27=8042.25;DEC29=8683.125;JUN27=8012.5;SEP27=8079.5;DEC27=8102.875;MAR28=8188;DEC28=8378.375;DEC30=9155.75;SEP28=2416.5;JUN28=8284.5,SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-04,5,467,0.0,NONE,11541,10587,522,0,432,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-27
SPX,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7796.844569085842,7688.055430914158,7851.2391381716825,7633.660861828317,SEP26,AUG26,2026-08-28,2026-09-18,7742.45,7749.899567097766,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,DEC26=7872.5;SEP26=7742.5;AUG26=7742.45;OCT26=7809.25;NOV26=7807.25;MAR27=7940.75;JAN27=7877.25;APR27=7956.75;FEB27=7875.125;MAY27=7961.5;AUG27=8054;JUL27=8042.25;DEC29=8683.125;JUN27=8012.5;SEP27=8079.5;DEC27=8102.875;MAR28=8188;DEC28=8378.375;DEC30=9155.75;SEP28=2416.5;JUN28=8284.5,SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-04,5,467,0.0,NONE,11541,10587,522,0,432,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-27
SPX,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7796.844569085842,7688.055430914158,7851.2391381716825,7633.660861828317,SEP26,AUG26,2026-08-28,2026-09-18,7742.45,7749.899567097766,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,DEC26=7872.5;SEP26=7742.5;AUG26=7742.45;OCT26=7809.25;NOV26=7807.25;MAR27=7940.75;JAN27=7877.25;APR27=7956.75;FEB27=7875.125;MAY27=7961.5;AUG27=8054;JUL27=8042.25;DEC29=8683.125;JUN27=8012.5;SEP27=8079.5;DEC27=8102.875;MAR28=8188;DEC28=8378.375;DEC30=9155.75;SEP28=2416.5;JUN28=8284.5,SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-04,5,467,0.0,NONE,11541,10587,522,0,432,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-27
SPX,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7796.844569085842,7688.055430914158,7851.2391381716825,7633.660861828317,SEP26,AUG26,2026-08-28,2026-09-18,7742.45,7749.899567097766,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,DEC26=7872.5;SEP26=7742.5;AUG26=7742.45;OCT26=7809.25;NOV26=7807.25;MAR27=7940.75;JAN27=7877.25;APR27=7956.75;FEB27=7875.125;MAY27=7961.5;AUG27=8054;JUL27=8042.25;DEC29=8683.125;JUN27=8012.5;SEP27=8079.5;DEC27=8102.875;MAR28=8188;DEC28=8378.375;DEC30=9155.75;SEP28=2416.5;JUN28=8284.5,SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-04,5,467,0.0,NONE,11541,10587,522,0,432,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-27
SPX,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7796.844569085842,7688.055430914158,7851.2391381716825,7633.660861828317,SEP26,AUG26,2026-08-28,2026-09-18,7742.45,7749.899567097766,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,DEC26=7872.5;SEP26=7742.5;AUG26=7742.45;OCT26=7809.25;NOV26=7807.25;MAR27=7940.75;JAN27=7877.25;APR27=7956.75;FEB27=7875.125;MAY27=7961.5;AUG27=8054;JUL27=8042.25;DEC29=8683.125;JUN27=8012.5;SEP27=8079.5;DEC27=8102.875;MAR28=8188;DEC28=8378.375;DEC30=9155.75;SEP28=2416.5;JUN28=8284.5,SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-04,5,467,0.0,NONE,11541,10587,522,0,432,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-27
SPX,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7796.844569085842,7688.055430914158,7851.2391381716825,7633.660861828317,SEP26,AUG26,2026-08-28,2026-09-18,7742.45,7749.899567097766,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,DEC26=7872.5;SEP26=7742.5;AUG26=7742.45;OCT26=7809.25;NOV26=7807.25;MAR27=7940.75;JAN27=7877.25;APR27=7956.75;FEB27=7875.125;MAY27=7961.5;AUG27=8054;JUL27=8042.25;DEC29=8683.125;JUN27=8012.5;SEP27=8079.5;DEC27=8102.875;MAR28=8188;DEC28=8378.375;DEC30=9155.75;SEP28=2416.5;JUN28=8284.5,SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-04,5,467,0.0,NONE,11541,10587,522,0,432,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-27
SPX,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7796.844569085842,7688.055430914158,7851.2391381716825,7633.660861828317,SEP26,AUG26,2026-08-28,2026-09-18,7742.45,7749.899567097766,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,DEC26=7872.5;SEP26=7742.5;AUG26=7742.45;OCT26=7809.25;NOV26=7807.25;MAR27=7940.75;JAN27=7877.25;APR27=7956.75;FEB27=7875.125;MAY27=7961.5;AUG27=8054;JUL27=8042.25;DEC29=8683.125;JUN27=8012.5;SEP27=8079.5;DEC27=8102.875;MAR28=8188;DEC28=8378.375;DEC30=9155.75;SEP28=2416.5;JUN28=8284.5,SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-04,5,467,0.0,NONE,11541,10587,522,0,432,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-27
SPX,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7796.844569085842,7688.055430914158,7851.2391381716825,7633.660861828317,SEP26,AUG26,2026-08-28,2026-09-18,7742.45,7749.899567097766,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNKNOWN_SERIES;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,DEC26=PUT_CALL_PARITY;SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;AUG27=PUT_CALL_PARITY;JUL27=PUT_CALL_PARITY;DEC29=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;MAR28=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;DEC30=PUT_CALL_PARITY;SEP28=PUT_CALL_PARITY;JUN28=PUT_CALL_PARITY,DEC26=7872.5;SEP26=7742.5;AUG26=7742.45;OCT26=7809.25;NOV26=7807.25;MAR27=7940.75;JAN27=7877.25;APR27=7956.75;FEB27=7875.125;MAY27=7961.5;AUG27=8054;JUL27=8042.25;DEC29=8683.125;JUN27=8012.5;SEP27=8079.5;DEC27=8102.875;MAR28=8188;DEC28=8378.375;DEC30=9155.75;SEP28=2416.5;JUN28=8284.5,SEP28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-04,5,467,0.0,NONE,11541,10587,522,0,432,RTM,MDW;MMW;MRW;MTW,OK,NONE,NONE,2026-08-27
